  # => atn ( at / l / ml / ms)
  0 =>  O1 (  1 / 0 / a / a)
  1 =>  O1 (  1 / 1 / a / a)
  2 =>  O1 (  1 / 2 / a / a)
  3 =>  O1 (  1 / 3 / a / a)
  4 => Fe1 (  2 / 0 / a / a)
  5 => Fe1 (  2 / 1 / a / a)
  6 => Fe1 (  2 / 2 / a / a)
  7 => Fe1 (  2 / 3 / a / a)
